Time Stamp,X Acceleration,Y Acceleration,Z Acceleration,X Velocity,Y Velocity,Z Velocity,X Position,Y Position,Z Position
0.031000000002677552,0.0,-0.10891062,9.87017454,0.0,-5.427339336000446e-06,-0.00010131033427200832,0.0,-8.203966140298273e-08,-1.5314070128556779e-06
0.031000000002677552,0.0,-0.11728836000000001,9.87256818,0.0,-0.00013749259651200103,-0.0001664384063040271,0.0,-2.16037775027839e-06,-4.047289962547352e-06
0.03299999999580905,0.0,-0.11668995,9.86897772,0.0,-0.00026051228812800145,-0.0002858398716960436,0.0,-6.09828149762126e-06,-8.368045463104747e-06
0.1290000000008149,0.0,-0.12446928,9.873166590000002,0.0,-0.000501124332024002,-0.00034192237816803143,0.0,-1.3673276900496074e-05,-1.3536544131492709e-05
0.1290000000008149,0.0,-0.12865815,9.885134790000002,0.0,-0.0008050553348400023,-0.00021709357344001782,0.0,-2.5842493341937548e-05,-1.6818130587612017e-05
0.1290000000008149,0.0,-0.13344543,9.891118890000001,0.0,-0.0011813508621360028,-1.8091131120169274e-06,0.0,-4.369979297398537e-05,-1.6845477141413266e-05
0.13100000000122236,0.0,-0.13643748,9.88693002,0.0,-0.0016028742172320032,0.0001501563882959553,0.0,-6.792883964166433e-05,-1.4575713175931605e-05
0.17799999999988358,0.0,-0.13643748,9.88932366,0.0,-0.002024397572328004,0.00033830415194394386,0.0,-9.852963334497444e-05,-9.46190761514695e-06
0.17899999999644933,0.0,-0.15199614,9.86538726,0.0,-0.0026811056319840042,0.0001646292931919296,0.0,-0.00013905722607804465,-6.973371219257743e-06
0.17899999999644933,0.0,-0.15079932000000001,9.871371360000001,0.0,-0.0033197225605200048,8.141009003992947e-05,0.0,-0.00018923815230286503,-5.7427762982141686e-06
0.17899999999644933,0.0,-0.06402987,9.88214274,0.0,-0.0026467324828560053,0.0001610110669679226,0.0,-0.0002292461605137164,-3.3089330099270504e-06
0.22800000000279397,0.0,-0.0658251,9.88274115,0.0,-0.0020008791018720057,0.00024965760945589295,0.0,-0.0002594914490176136,4.648914146082272e-07
